score,method,condition,process,item,subject
66.0,DE,Q3,Cocktail_mid,DE_Meridian_remix1_LD3,D015
36.0,DE,Q3,Cocktail_mid,DE_Meridian_remix1_LD3,D016
15.0,DE,Q3,Cocktail_mid,DE_Meridian_remix1_LD3,D017
46.0,DE,Q3,Cocktail_mid,DE_Meridian_remix1_LD3,D018
25.0,DE,Q3,Cocktail_mid,DE_Meridian_remix1_LD3,D019
76.0,DE,Q3,Cocktail_mid,DE_Meridian_remix2_LD6,D005
70.0,DE,Q3,Cocktail_mid,DE_Meridian_remix2_LD6,D013
93.0,DE,Q3,Cocktail_mid,DE_Meridian_remix2_LD6,D014
70.0,DE,Q3,Cocktail_mid,DE_Meridian_remix2_LD6,D015
57.0,DE,Q3,Cocktail_mid,DE_Meridian_remix2_LD6,D016
62.0,DE,Q3,Cocktail_mid,DE_Meridian_remix2_LD6,D017
49.0,DE,Q3,Cocktail_mid,DE_Meridian_remix2_LD6,D018
70.0,DE,Q3,Cocktail_mid,DE_Meridian_remix2_LD6,D019
59.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix1_LD0,D005
47.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix1_LD0,D013
65.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix1_LD0,D014
53.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix1_LD0,D015
36.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix1_LD0,D016
21.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix1_LD0,D017
70.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix1_LD0,D018
60.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix1_LD0,D019
71.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix2_LD6,D005
68.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix2_LD6,D013
93.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix2_LD6,D014
94.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix2_LD6,D015
57.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix2_LD6,D016
27.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix2_LD6,D017
43.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix2_LD6,D018
70.0,DE,Q3,Cocktail_mid,DE_SitaSings_remix2_LD6,D019
84.0,DE,Q3,Cocktail_mid,DE_female_speech_music_1_LD0,D005
66.0,DE,Q3,Cocktail_mid,DE_female_speech_music_1_LD0,D013
88.0,DE,Q3,Cocktail_mid,DE_female_speech_music_1_LD0,D014
86.0,DE,Q3,Cocktail_mid,DE_female_speech_music_1_LD0,D015
45.0,DE,Q3,Cocktail_mid,DE_female_speech_music_1_LD0,D016
29.0,DE,Q3,Cocktail_mid,DE_female_speech_music_1_LD0,D017
60.0,DE,Q3,Cocktail_mid,DE_female_speech_music_1_LD0,D018
10.0,DE,Q3,Cocktail_mid,DE_female_speech_music_1_LD0,D019
70.0,DE,Q3,Cocktail_mid,DE_female_speech_music_2_LD9,D005
60.0,DE,Q3,Cocktail_mid,DE_female_speech_music_2_LD9,D013
85.0,DE,Q3,Cocktail_mid,DE_female_speech_music_2_LD9,D014
65.0,DE,Q3,Cocktail_mid,DE_female_speech_music_2_LD9,D015
60.0,DE,Q3,Cocktail_mid,DE_female_speech_music_2_LD9,D016
36.0,DE,Q3,Cocktail_mid,DE_female_speech_music_2_LD9,D017
48.0,DE,Q3,Cocktail_mid,DE_female_speech_music_2_LD9,D018
60.0,DE,Q3,Cocktail_mid,DE_female_speech_music_2_LD9,D019
78.0,DE,Q3,Cocktail_mid,DE_female_speech_music_3_LD3,D005
62.0,DE,Q3,Cocktail_mid,DE_female_speech_music_3_LD3,D013
61.0,DE,Q3,Cocktail_mid,DE_female_speech_music_3_LD3,D014
65.0,DE,Q3,Cocktail_mid,DE_female_speech_music_3_LD3,D015
66.0,DE,Q3,Cocktail_mid,DE_female_speech_music_3_LD3,D016
38.0,DE,Q3,Cocktail_mid,DE_female_speech_music_3_LD3,D017
51.0,DE,Q3,Cocktail_mid,DE_female_speech_music_3_LD3,D018
60.0,DE,Q3,Cocktail_mid,DE_female_speech_music_3_LD3,D019
89.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix1_LD6,D005
73.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix1_LD6,D013
65.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix1_LD6,D014
90.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix1_LD6,D015
78.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix1_LD6,D016
72.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix1_LD6,D017
47.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix1_LD6,D018
40.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix1_LD6,D019
86.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix3_LD3,D005
81.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix3_LD3,D013
96.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix3_LD3,D014
74.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix3_LD3,D015
80.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix3_LD3,D016
51.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix3_LD3,D017
76.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix3_LD3,D018
60.0,DE,Q4,DeepFilterNet2_mid,DE_CosmosLandromat_remix3_LD3,D019
86.0,DE,Q4,DeepFilterNet2_mid,DE_ElephantsDream_LD0,D005
80.0,DE,Q4,DeepFilterNet2_mid,DE_ElephantsDream_LD0,D013
97.0,DE,Q4,DeepFilterNet2_mid,DE_ElephantsDream_LD0,D014
78.0,DE,Q4,DeepFilterNet2_mid,DE_ElephantsDream_LD0,D015
91.0,DE,Q4,DeepFilterNet2_mid,DE_ElephantsDream_LD0,D016
53.0,DE,Q4,DeepFilterNet2_mid,DE_ElephantsDream_LD0,D017
83.0,DE,Q4,DeepFilterNet2_mid,DE_ElephantsDream_LD0,D018
70.0,DE,Q4,DeepFilterNet2_mid,DE_ElephantsDream_LD0,D019
85.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix1_LD3,D005
59.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix1_LD3,D013
68.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix1_LD3,D014
87.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix1_LD3,D015
72.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix1_LD3,D016
53.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix1_LD3,D017
64.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix1_LD3,D018
50.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix1_LD3,D019
97.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix2_LD6,D005
100.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix2_LD6,D013
75.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix2_LD6,D014
93.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix2_LD6,D015
80.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix2_LD6,D016
41.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix2_LD6,D017
93.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix2_LD6,D018
60.0,DE,Q4,DeepFilterNet2_mid,DE_Meridian_remix2_LD6,D019
75.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix1_LD0,D005
68.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix1_LD0,D013
81.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix1_LD0,D014
67.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix1_LD0,D015
56.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix1_LD0,D016
36.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix1_LD0,D017
56.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix1_LD0,D018
45.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix1_LD0,D019
90.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix2_LD6,D005
90.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix2_LD6,D013
82.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix2_LD6,D014
50.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix2_LD6,D015
85.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix2_LD6,D016
33.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix2_LD6,D017
62.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix2_LD6,D018
60.0,DE,Q4,DeepFilterNet2_mid,DE_SitaSings_remix2_LD6,D019
76.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_1_LD0,D005
73.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_1_LD0,D013
96.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_1_LD0,D014
67.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_1_LD0,D015
37.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_1_LD0,D016
36.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_1_LD0,D017
65.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_1_LD0,D018
20.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_1_LD0,D019
82.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_2_LD9,D005
80.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_2_LD9,D013
64.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_2_LD9,D014
86.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_2_LD9,D015
75.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_2_LD9,D016
83.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_2_LD9,D017
60.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_2_LD9,D018
70.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_2_LD9,D019
81.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_3_LD3,D005
71.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_3_LD3,D013
74.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_3_LD3,D014
73.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_3_LD3,D015
74.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_3_LD3,D016
41.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_3_LD3,D017
62.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_3_LD3,D018
40.0,DE,Q4,DeepFilterNet2_mid,DE_female_speech_music_3_LD3,D019
94.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix1_LD6,D005
79.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix1_LD6,D013
86.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix1_LD6,D014
73.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix1_LD6,D015
69.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix1_LD6,D016
78.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix1_LD6,D017
89.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix1_LD6,D018
90.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix1_LD6,D019
92.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix3_LD3,D005
91.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix3_LD3,D013
91.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix3_LD3,D014
100.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix3_LD3,D015
96.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix3_LD3,D016
81.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix3_LD3,D017
93.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix3_LD3,D018
77.0,DE,Q5,PSM_quantize_mask,DE_CosmosLandromat_remix3_LD3,D019
92.0,DE,Q5,PSM_quantize_mask,DE_ElephantsDream_LD0,D005
94.0,DE,Q5,PSM_quantize_mask,DE_ElephantsDream_LD0,D013
92.0,DE,Q5,PSM_quantize_mask,DE_ElephantsDream_LD0,D014
90.0,DE,Q5,PSM_quantize_mask,DE_ElephantsDream_LD0,D015
84.0,DE,Q5,PSM_quantize_mask,DE_ElephantsDream_LD0,D016
71.0,DE,Q5,PSM_quantize_mask,DE_ElephantsDream_LD0,D017
58.0,DE,Q5,PSM_quantize_mask,DE_ElephantsDream_LD0,D018
80.0,DE,Q5,PSM_quantize_mask,DE_ElephantsDream_LD0,D019
96.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix1_LD3,D005
70.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix1_LD3,D013
100.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix1_LD3,D014
100.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix1_LD3,D015
85.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix1_LD3,D016
94.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix1_LD3,D017
91.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix1_LD3,D018
80.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix1_LD3,D019
84.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix2_LD6,D005
80.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix2_LD6,D013
84.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix2_LD6,D014
85.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix2_LD6,D015
90.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix2_LD6,D016
67.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix2_LD6,D017
85.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix2_LD6,D018
80.0,DE,Q5,PSM_quantize_mask,DE_Meridian_remix2_LD6,D019
92.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix1_LD0,D005
81.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix1_LD0,D013
73.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix1_LD0,D014
90.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix1_LD0,D015
82.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix1_LD0,D016
40.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix1_LD0,D017
83.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix1_LD0,D018
70.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix1_LD0,D019
84.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix2_LD6,D005
75.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix2_LD6,D013
73.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix2_LD6,D014
83.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix2_LD6,D015
72.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix2_LD6,D016
31.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix2_LD6,D017
80.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix2_LD6,D018
80.0,DE,Q5,PSM_quantize_mask,DE_SitaSings_remix2_LD6,D019
74.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_1_LD0,D005
88.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_1_LD0,D013
94.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_1_LD0,D014
95.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_1_LD0,D015
70.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_1_LD0,D016
30.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_1_LD0,D017
54.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_1_LD0,D018
60.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_1_LD0,D019
100.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_2_LD9,D005
99.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_2_LD9,D013
74.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_2_LD9,D014
99.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_2_LD9,D015
100.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_2_LD9,D016
94.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_2_LD9,D017
92.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_2_LD9,D018
80.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_2_LD9,D019
89.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_3_LD3,D005
88.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_3_LD3,D013
85.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_3_LD3,D014
95.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_3_LD3,D015
82.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_3_LD3,D016
100.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_3_LD3,D017
75.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_3_LD3,D018
80.0,DE,Q5,PSM_quantize_mask,DE_female_speech_music_3_LD3,D019
100.0,DE,Ref,reference,DE_CosmosLandromat_remix1_LD6,D005
100.0,DE,Ref,reference,DE_CosmosLandromat_remix1_LD6,D013
100.0,DE,Ref,reference,DE_CosmosLandromat_remix1_LD6,D014
100.0,DE,Ref,reference,DE_CosmosLandromat_remix1_LD6,D015
100.0,DE,Ref,reference,DE_CosmosLandromat_remix1_LD6,D016
100.0,DE,Ref,reference,DE_CosmosLandromat_remix1_LD6,D017
100.0,DE,Ref,reference,DE_CosmosLandromat_remix1_LD6,D018
100.0,DE,Ref,reference,DE_CosmosLandromat_remix1_LD6,D019
100.0,DE,Ref,reference,DE_CosmosLandromat_remix3_LD3,D005
100.0,DE,Ref,reference,DE_CosmosLandromat_remix3_LD3,D013
100.0,DE,Ref,reference,DE_CosmosLandromat_remix3_LD3,D014
99.0,DE,Ref,reference,DE_CosmosLandromat_remix3_LD3,D015
100.0,DE,Ref,reference,DE_CosmosLandromat_remix3_LD3,D016
100.0,DE,Ref,reference,DE_CosmosLandromat_remix3_LD3,D017
100.0,DE,Ref,reference,DE_CosmosLandromat_remix3_LD3,D018
100.0,DE,Ref,reference,DE_CosmosLandromat_remix3_LD3,D019
100.0,DE,Ref,reference,DE_ElephantsDream_LD0,D005
100.0,DE,Ref,reference,DE_ElephantsDream_LD0,D013
100.0,DE,Ref,reference,DE_ElephantsDream_LD0,D014
100.0,DE,Ref,reference,DE_ElephantsDream_LD0,D015
100.0,DE,Ref,reference,DE_ElephantsDream_LD0,D016
100.0,DE,Ref,reference,DE_ElephantsDream_LD0,D017
100.0,DE,Ref,reference,DE_ElephantsDream_LD0,D018
100.0,DE,Ref,reference,DE_ElephantsDream_LD0,D019
100.0,DE,Ref,reference,DE_Meridian_remix1_LD3,D005
100.0,DE,Ref,reference,DE_Meridian_remix1_LD3,D013
80.0,DE,Ref,reference,DE_Meridian_remix1_LD3,D014
72.0,DE,Ref,reference,DE_Meridian_remix1_LD3,D015
100.0,DE,Ref,reference,DE_Meridian_remix1_LD3,D016
100.0,DE,Ref,reference,DE_Meridian_remix1_LD3,D017
100.0,DE,Ref,reference,DE_Meridian_remix1_LD3,D018
100.0,DE,Ref,reference,DE_Meridian_remix1_LD3,D019
100.0,DE,Ref,reference,DE_Meridian_remix2_LD6,D005
99.0,DE,Ref,reference,DE_Meridian_remix2_LD6,D013
100.0,DE,Ref,reference,DE_Meridian_remix2_LD6,D014
100.0,DE,Ref,reference,DE_Meridian_remix2_LD6,D015
100.0,DE,Ref,reference,DE_Meridian_remix2_LD6,D016
100.0,DE,Ref,reference,DE_Meridian_remix2_LD6,D017
100.0,DE,Ref,reference,DE_Meridian_remix2_LD6,D018
100.0,DE,Ref,reference,DE_Meridian_remix2_LD6,D019
100.0,DE,Ref,reference,DE_SitaSings_remix1_LD0,D005
100.0,DE,Ref,reference,DE_SitaSings_remix1_LD0,D013
100.0,DE,Ref,reference,DE_SitaSings_remix1_LD0,D014
100.0,DE,Ref,reference,DE_SitaSings_remix1_LD0,D015
100.0,DE,Ref,reference,DE_SitaSings_remix1_LD0,D016
100.0,DE,Ref,reference,DE_SitaSings_remix1_LD0,D017
100.0,DE,Ref,reference,DE_SitaSings_remix1_LD0,D018
100.0,DE,Ref,reference,DE_SitaSings_remix1_LD0,D019
100.0,DE,Ref,reference,DE_SitaSings_remix2_LD6,D005
100.0,DE,Ref,reference,DE_SitaSings_remix2_LD6,D013
100.0,DE,Ref,reference,DE_SitaSings_remix2_LD6,D014
100.0,DE,Ref,reference,DE_SitaSings_remix2_LD6,D015
100.0,DE,Ref,reference,DE_SitaSings_remix2_LD6,D016
100.0,DE,Ref,reference,DE_SitaSings_remix2_LD6,D017
100.0,DE,Ref,reference,DE_SitaSings_remix2_LD6,D018
100.0,DE,Ref,reference,DE_SitaSings_remix2_LD6,D019
100.0,DE,Ref,reference,DE_female_speech_music_1_LD0,D005
100.0,DE,Ref,reference,DE_female_speech_music_1_LD0,D013
100.0,DE,Ref,reference,DE_female_speech_music_1_LD0,D014
100.0,DE,Ref,reference,DE_female_speech_music_1_LD0,D015
100.0,DE,Ref,reference,DE_female_speech_music_1_LD0,D016
100.0,DE,Ref,reference,DE_female_speech_music_1_LD0,D017
100.0,DE,Ref,reference,DE_female_speech_music_1_LD0,D018
100.0,DE,Ref,reference,DE_female_speech_music_1_LD0,D019
99.0,DE,Ref,reference,DE_female_speech_music_2_LD9,D005
100.0,DE,Ref,reference,DE_female_speech_music_2_LD9,D013
100.0,DE,Ref,reference,DE_female_speech_music_2_LD9,D014
100.0,DE,Ref,reference,DE_female_speech_music_2_LD9,D015
95.0,DE,Ref,reference,DE_female_speech_music_2_LD9,D016
100.0,DE,Ref,reference,DE_female_speech_music_2_LD9,D017
100.0,DE,Ref,reference,DE_female_speech_music_2_LD9,D018
100.0,DE,Ref,reference,DE_female_speech_music_2_LD9,D019
100.0,DE,Ref,reference,DE_female_speech_music_3_LD3,D005
100.0,DE,Ref,reference,DE_female_speech_music_3_LD3,D013
100.0,DE,Ref,reference,DE_female_speech_music_3_LD3,D014
100.0,DE,Ref,reference,DE_female_speech_music_3_LD3,D015
100.0,DE,Ref,reference,DE_female_speech_music_3_LD3,D016
53.0,DE,Ref,reference,DE_female_speech_music_3_LD3,D017
100.0,DE,Ref,reference,DE_female_speech_music_3_LD3,D018
100.0,DE,Ref,reference,DE_female_speech_music_3_LD3,D019
19.0,LP,LP3.5,LP35,LP_11_guitar,D005
20.0,LP,LP3.5,LP35,LP_11_guitar,D013
33.0,LP,LP3.5,LP35,LP_11_guitar,D014
10.0,LP,LP3.5,LP35,LP_11_guitar,D015
35.0,LP,LP3.5,LP35,LP_11_guitar,D016
11.0,LP,LP3.5,LP35,LP_11_guitar,D017
7.0,LP,LP3.5,LP35,LP_11_guitar,D018
10.0,LP,LP3.5,LP35,LP_11_guitar,D019
17.0,LP,LP3.5,LP35,LP_23_jazz,D005
20.0,LP,LP3.5,LP35,LP_23_jazz,D013
27.0,LP,LP3.5,LP35,LP_23_jazz,D014
9.0,LP,LP3.5,LP35,LP_23_jazz,D015
42.0,LP,LP3.5,LP35,LP_23_jazz,D016
9.0,LP,LP3.5,LP35,LP_23_jazz,D017
6.0,LP,LP3.5,LP35,LP_23_jazz,D018
10.0,LP,LP3.5,LP35,LP_23_jazz,D019
21.0,LP,LP3.5,LP35,LP_AmateurOnPurpose,D005
26.0,LP,LP3.5,LP35,LP_AmateurOnPurpose,D013
27.0,LP,LP3.5,LP35,LP_AmateurOnPurpose,D014
9.0,LP,LP3.5,LP35,LP_AmateurOnPurpose,D015
20.0,LP,LP3.5,LP35,LP_AmateurOnPurpose,D016
12.0,LP,LP3.5,LP35,LP_AmateurOnPurpose,D017
8.0,LP,LP3.5,LP35,LP_AmateurOnPurpose,D018
20.0,LP,LP3.5,LP35,LP_AmateurOnPurpose,D019
28.0,LP,LP3.5,LP35,LP_CreatureFromTheBlackjackTable,D005
9.0,LP,LP3.5,LP35,LP_CreatureFromTheBlackjackTable,D013
34.0,LP,LP3.5,LP35,LP_CreatureFromTheBlackjackTable,D014
12.0,LP,LP3.5,LP35,LP_CreatureFromTheBlackjackTable,D015
35.0,LP,LP3.5,LP35,LP_CreatureFromTheBlackjackTable,D016
14.0,LP,LP3.5,LP35,LP_CreatureFromTheBlackjackTable,D017
6.0,LP,LP3.5,LP35,LP_CreatureFromTheBlackjackTable,D018
10.0,LP,LP3.5,LP35,LP_CreatureFromTheBlackjackTable,D019
52.0,LP,LP7,LP70,LP_11_guitar,D005
29.0,LP,LP7,LP70,LP_11_guitar,D013
81.0,LP,LP7,LP70,LP_11_guitar,D014
30.0,LP,LP7,LP70,LP_11_guitar,D015
50.0,LP,LP7,LP70,LP_11_guitar,D016
48.0,LP,LP7,LP70,LP_11_guitar,D017
32.0,LP,LP7,LP70,LP_11_guitar,D018
30.0,LP,LP7,LP70,LP_11_guitar,D019
46.0,LP,LP7,LP70,LP_23_jazz,D005
60.0,LP,LP7,LP70,LP_23_jazz,D013
56.0,LP,LP7,LP70,LP_23_jazz,D014
24.0,LP,LP7,LP70,LP_23_jazz,D015
60.0,LP,LP7,LP70,LP_23_jazz,D016
23.0,LP,LP7,LP70,LP_23_jazz,D017
31.0,LP,LP7,LP70,LP_23_jazz,D018
30.0,LP,LP7,LP70,LP_23_jazz,D019
48.0,LP,LP7,LP70,LP_AmateurOnPurpose,D005
40.0,LP,LP7,LP70,LP_AmateurOnPurpose,D013
67.0,LP,LP7,LP70,LP_AmateurOnPurpose,D014
28.0,LP,LP7,LP70,LP_AmateurOnPurpose,D015
40.0,LP,LP7,LP70,LP_AmateurOnPurpose,D016
30.0,LP,LP7,LP70,LP_AmateurOnPurpose,D017
22.0,LP,LP7,LP70,LP_AmateurOnPurpose,D018
40.0,LP,LP7,LP70,LP_AmateurOnPurpose,D019
42.0,LP,LP7,LP70,LP_CreatureFromTheBlackjackTable,D005
23.0,LP,LP7,LP70,LP_CreatureFromTheBlackjackTable,D013
66.0,LP,LP7,LP70,LP_CreatureFromTheBlackjackTable,D014
67.0,LP,LP7,LP70,LP_CreatureFromTheBlackjackTable,D015
54.0,LP,LP7,LP70,LP_CreatureFromTheBlackjackTable,D016
17.0,LP,LP7,LP70,LP_CreatureFromTheBlackjackTable,D017
29.0,LP,LP7,LP70,LP_CreatureFromTheBlackjackTable,D018
20.0,LP,LP7,LP70,LP_CreatureFromTheBlackjackTable,D019
30.0,LP,Q1,LP50,LP_11_guitar,D005
46.0,LP,Q1,LP50,LP_11_guitar,D013
50.0,LP,Q1,LP50,LP_11_guitar,D014
17.0,LP,Q1,LP50,LP_11_guitar,D015
40.0,LP,Q1,LP50,LP_11_guitar,D016
21.0,LP,Q1,LP50,LP_11_guitar,D017
14.0,LP,Q1,LP50,LP_11_guitar,D018
20.0,LP,Q1,LP50,LP_11_guitar,D019
26.0,LP,Q1,LP50,LP_23_jazz,D005
31.0,LP,Q1,LP50,LP_23_jazz,D013
